Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Dead time t / %,Voltage U / V
360.001,10,360,360,26.0423813714439,0.182296669600107,696.109375
361.001,5,361,361,41.0763422693991,0.287534395885794,696.109375
362,8,362,362,38.0152973556559,0.266107081489591,696.109375
363.001,16,363,363,42.1915583352144,0.295340908346501,696.109375
364.001,10,364,364,36.0573889402373,0.252401722581661,696.109375
365,14,365,365,35.4546712581943,0.24818269880736,696.109375
366.001,11,366,366,26.0173119193511,0.182121183435458,696.109375
367.001,5,367,367,31.0516233237758,0.21736136326643,696.109375
368,8,368,368,36.6409650652825,0.256486755456978,696.109375
369.001,8,369,369,33.2745261541103,0.232921683078772,696.109375
370.001,6,370,370,34.4215770434286,0.240951039304,696.109375
371,8,371,371,42.0292313303903,0.294204619312732,696.109375
372.001,9,372,372,28.0186436054551,0.196130505238185,696.109375
373.001,6,373,373,22.1829190192577,0.155280433134804,696.109375
374,7,374,374,37.0234691771114,0.25916428423978,696.109375
375.001,7,375,375,37.0246621274431,0.259172634892102,696.109375
376.001,7,376,376,29.9801664543257,0.20986116518028,696.885416666667
377,4,377,377,31.9575092956405,0.223702565069484,696.109375
378.001,6,378,378,28.0194707302104,0.196136295111473,696.109375
379.001,5,379,379,52.0848618654374,0.364594033058061,696.109375
380,6,380,380,36.6019747098101,0.256213822968671,696.497395833333
381.001,6,381,381,36.0239523259015,0.25216766628131,696.109375
382.001,8,382,382,22.1827246486118,0.155279072540282,696.109375
383,4,383,383,29.0194604501779,0.203136223151245,696.109375
384.001,12,384,384,25.9913214977519,0.181939250484263,696.109375
385.001,13,385,385,27.7594719482208,0.194316303637546,696.109375
386.001,16,386,386,36.023916278017,0.252167413946119,696.109375
387,4,387,387,25.538620612465,0.178770344287255,696.497395833333
388.001,6,388,388,38.0629408790376,0.266440586153263,696.109375
389.001,5,389,389,27.729808290525,0.194108658033675,696.109375
390,7,390,390,24.0399736682155,0.168279815677509,696.109375
391.001,5,391,391,23.2913028833191,0.163039120183234,696.109375
392,3,392,392,33.0558909003343,0.23139123630234,696.109375
393,7,393,393,19.9860896815816,0.139902627771071,696.109375
394.001,7,394,394,32.9561880436148,0.230693316305304,696.109375
395.001,7,395,395,26.6491078655952,0.186543755059167,696.109375
396,6,396,396,27.0179885767944,0.189125920037561,696.109375
397.001,5,397,397,26.6194821556856,0.186336375089799,696.109375
398.001,6,398,398,43.0716065458825,0.301501245821178,696.497395833333
399,6,399,399,37.753519044374,0.264274633310618,696.109375
400.001,5,400,400,35.5312561242839,0.248718792869987,696.109375
401.001,5,401,401,28.8708317875409,0.202095822512786,696.109375
402,10,402,402,32.0524763142216,0.224367334199551,696.497395833333
403.001,4,403,403,39.9305518967955,0.279513863277568,696.497395833333
404.001,7,404,404,28.0458549728807,0.196320984810165,696.497395833333
405,5,405,405,34.4215235343843,0.24095066474069,696.109375
406.001,9,406,406,27.0180075020001,0.189126052514001,696.109375
407.001,5,407,407,29.9900702877277,0.209930492014094,696.109375
408,7,408,408,40.9458736496226,0.286621115547358,696.109375
409.001,5,409,409,25.0170841667775,0.175119589167442,696.109375
410.001,3,410,410,23.9917300506515,0.167942110354561,696.109375
411,4,411,411,30.0499670852694,0.210349769596886,696.497395833333
412.001,8,412,412,31.0915717855534,0.217641002498874,696.109375
413.001,1,413,413,34.9536095693795,0.244675266985657,696.497395833333
414,2,414,414,28.0186940726853,0.196130858508797,696.109375
415.001,4,415,415,33.0220356043588,0.231154249230512,696.109375
416.001,6,416,416,28.9904331570582,0.202933032099407,696.109375
417,9,417,417,38.8618841973589,0.272033189381512,696.109375
418.001,9,418,418,34.022597809465,0.238158184666255,696.109375
